Number,무게,두께,멀티리더기,배터리 크기,운영체제,색상
326,1.85Kg,두께:22.5mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
327,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
328,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
329,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
330,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
331,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
332,2.2Kg,두께:23.9mm,,45Wh,운영체제 미포함,색상: 블랙
333,1.65Kg,두께:17.9mm,멀티 리더기,45Wh,윈도우10,색상: 그레이
334,2.49Kg,두께:19.9mm,,54Wh,리눅스,색상: 실버
335,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 실버
336,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 실버
337,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 실버
338,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 실버
339,2.63Kg,두께:23mm,,90Wh,윈도우10 프로,색상: 실버
340,2.4Kg,두께:25.8mm,,66Wh,운영체제 미포함,
341,2.4Kg,두께:25.8mm,,66Wh,운영체제 미포함,
342,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
343,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
344,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
345,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
346,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
347,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
348,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
349,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
350,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
351,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
352,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
353,1.37Kg,두께:14.9mm,,58Wh,,색상: 그레이
354,,두께:13.9mm,멀티 리더기,30Wh,운영체제 미포함,색상: 화이트
355,,두께:13.9mm,멀티 리더기,30Wh,운영체제 미포함,색상: 화이트
356,,두께:13.9mm,멀티 리더기,30Wh,운영체제 미포함,색상: 화이트
357,,두께:13.9mm,멀티 리더기,30Wh,운영체제 미포함,색상: 화이트
358,2.3Kg,두께:29.5mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
359,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
360,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
361,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
362,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
363,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
364,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
365,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
366,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
367,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
368,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 화이트
369,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 화이트
370,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 화이트
371,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 화이트
372,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
373,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
374,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
375,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,리눅스,색상: 화이트
376,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,리눅스,색상: 화이트
377,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,리눅스,색상: 화이트
378,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,리눅스,색상: 화이트
379,2.0Kg,두께:20mm,멀티 리더기,94.24Wh,운영체제 미포함,색상: 블랙
380,2.5Kg,두께:25.2mm,,81Wh,운영체제 미포함,색상: 블랙
381,1.5Kg,두께:19.6mm,,36Wh,운영체제 미포함,"색상: 화이트, 실버"
382,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
383,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
384,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
385,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
386,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
387,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
388,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
389,1.66Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
390,1.03Kg,두께:17.5mm,멀티 리더기,,윈도우10,색상: 블랙
391,1.69Kg,두께:17.9mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 그레이, 블랙, 블루"
392,1.69Kg,두께:17.9mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 그레이, 블랙, 블루"
393,1.53Kg,두께:23mm,멀티 리더기,,윈도우10 프로,색상: 실버
394,1.69Kg,두께:17.9mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 블랙, 블루, 그레이"
395,2.7Kg,두께:30mm,멀티 리더기,62Wh,운영체제 미포함,색상: 블랙
396,2.7Kg,두께:30mm,멀티 리더기,62Wh,운영체제 미포함,색상: 블랙
397,1.6Kg,두께:15.9mm,멀티 리더기,82Wh,운영체제 미포함,색상: 블랙
398,1.49Kg,두께:17.9mm,멀티 리더기,52.5Wh,윈도우10,"색상: 블루, 그레이"
399,1.85Kg,두께:22.5mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
400,2.0Kg,두께:23mm,,46Wh,운영체제 미포함,색상: 블랙
401,1.8Kg,두께:17.95mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 실버, 레드"
402,1.8Kg,두께:17.95mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 실버, 레드"
403,1.8Kg,두께:17.95mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 실버, 레드"
404,1.83Kg,두께:24mm,멀티 리더기,36Wh,운영체제 미포함,색상: 블랙
405,1.83Kg,두께:24mm,멀티 리더기,36Wh,운영체제 미포함,색상: 블랙
406,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
407,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
408,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
409,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
410,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
411,2.2Kg,두께:22.9mm,멀티 리더기,45Wh,운영체제 미포함,"색상: 화이트, 브라운"
412,2.7Kg,두께:33mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
413,1.4Kg,두께:17.9mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 블랙, 그레이, 블루, 핑크"
414,1.77Kg,두께:21.7mm,,51Wh,운영체제 미포함,색상: 블랙
415,1.77Kg,두께:21.7mm,,51Wh,운영체제 미포함,색상: 블랙
416,1.77Kg,두께:21.7mm,,51Wh,운영체제 미포함,색상: 블랙
417,1.77Kg,두께:21.7mm,,51Wh,운영체제 미포함,색상: 블랙
418,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
419,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
420,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
421,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
422,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
423,2.6Kg,두께:30.7mm,,47Wh,운영체제 미포함,색상: 블랙
424,1.74Kg,두께:19.9mm,,41Wh,운영체제 미포함,
425,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
426,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
427,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
428,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
429,1.9Kg,두께:17.9mm,,82Wh,운영체제 미포함,색상: 실버
430,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
431,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
432,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
433,1.6Kg,두께:15.9mm,멀티 리더기,82Wh,운영체제 미포함,색상: 블랙
434,1.95Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
435,2.84Kg,두께:26mm,,57Wh,운영체제 미포함,색상: 블랙
436,4.56Kg,두께:58mm,멀티 리더기,75Wh,윈도우10 프로,색상: 블랙
437,2.41Kg,두께:27.5mm,멀티 리더기,46.74Wh,운영체제 미포함,색상: 블랙
438,2.7Kg,두께:35.5mm,멀티 리더기,62Wh,운영체제 미포함,색상: 블랙
439,2.5Kg,두께:30mm,멀티 리더기,48Wh,운영체제 미포함,색상: 블랙
440,2.08Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
441,1.6Kg,두께:15.9mm,,82Wh,운영체제 미포함,색상: 블랙
442,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
443,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
444,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
445,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
446,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
447,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
448,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
449,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
450,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
451,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
452,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
453,1.95Kg,두께:19mm,,43Wh,윈도우10,색상: 화이트
454,2.6Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
455,2.4Kg,두께:25.8mm,,66Wh,윈도우10,
456,1.77Kg,두께:21.7mm,,51Wh,윈도우10,색상: 블랙
457,2.39Kg,두께:19.9mm,,54Wh,리눅스,색상: 블랙
458,2.39Kg,두께:19.9mm,,54Wh,리눅스,색상: 블랙
459,1.69Kg,두께:17.9mm,멀티 리더기,52.5Wh,윈도우10,"색상: 그레이, 블랙, 블루"
460,1.69Kg,두께:17.9mm,멀티 리더기,52.5Wh,윈도우10,"색상: 그레이, 블랙, 블루"
461,2.47Kg,두께:27.5mm,멀티 리더기,46.74Wh,운영체제 미포함,색상: 블랙
462,1.97Kg,두께:22mm,멀티 리더기,44Wh,운영체제 미포함,색상: 그레이
463,2.2Kg,두께:22.9mm,멀티 리더기,45Wh,운영체제 미포함,"색상: 화이트, 브라운"
464,2.2Kg,두께:22.9mm,멀티 리더기,45Wh,운영체제 미포함,"색상: 화이트, 브라운"
465,2.34Kg,두께:31.7mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
466,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,운영체제 미포함,색상: 화이트
467,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,운영체제 미포함,색상: 화이트
468,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,운영체제 미포함,색상: 화이트
469,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,운영체제 미포함,색상: 화이트
470,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,운영체제 미포함,색상: 화이트
471,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,운영체제 미포함,색상: 화이트
472,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
473,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
474,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
475,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
476,2.7Kg,두께:33mm,멀티 리더기,51Wh,윈도우10,색상: 블랙
477,2.1Kg,두께:32.4mm,멀티 리더기,48Wh,운영체제 미포함,색상: 블랙
478,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
479,2.3Kg,두께:24.2mm,,52.5Wh,운영체제 미포함,색상: 블랙
480,2.3Kg,두께:29.5mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
481,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
482,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
483,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
484,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
485,1.6Kg,두께:15.9mm,멀티 리더기,82Wh,운영체제 미포함,색상: 블랙
486,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
487,1.75Kg,두께:19.95mm,,,윈도우10 프로,색상: 블랙
488,1.4Kg,두께:17.9mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 블랙, 그레이, 블루, 핑크"
489,1.4Kg,두께:17.9mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 블랙, 그레이, 블루, 핑크"
490,2.34Kg,두께:32mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
491,2.2Kg,두께:23.1mm,,51Wh,운영체제 미포함,색상: 블랙
492,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
493,,두께:14.9mm,멀티 리더기,75Wh,리눅스,색상: 화이트
494,,두께:14.9mm,멀티 리더기,75Wh,리눅스,색상: 화이트
495,,두께:14.9mm,멀티 리더기,75Wh,리눅스,색상: 화이트
496,,두께:14.9mm,멀티 리더기,75Wh,리눅스,색상: 화이트
497,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
498,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
499,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
500,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
501,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
502,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,윈도우10 프로,색상: 화이트
503,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,윈도우10 프로,색상: 화이트
504,2.53Kg,두께:22.7mm,멀티 리더기,56Wh,윈도우10 프로,색상: 화이트
505,2.2Kg,두께:29.5mm,멀티 리더기,62Wh,운영체제 미포함,색상: 블랙
506,2.3Kg,두께:29.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
507,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
508,1.29Kg,두께:13.7mm,멀티 리더기,55Wh,리눅스,색상: 실버
509,1.29Kg,두께:13.7mm,멀티 리더기,55Wh,리눅스,색상: 실버
510,1.29Kg,두께:13.7mm,멀티 리더기,55Wh,리눅스,색상: 실버
511,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
512,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
513,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
514,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
515,2.10Kg,두께:19.9mm,,65Wh,윈도우10,색상: 블랙
516,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 화이트
517,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 화이트
518,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 화이트
519,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 화이트
520,2.5Kg,두께:27.5mm,멀티 리더기,46.74Wh,운영체제 미포함,색상: 블랙
521,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
522,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
523,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
524,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
525,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
526,2.2Kg,두께:29mm,멀티 리더기,51Wh,윈도우10,색상: 블랙
527,2.25Kg,두께:18.95mm,멀티 리더기,82Wh,운영체제 미포함,색상: 블랙
528,1.4Kg,두께:17.9mm,멀티 리더기,52.5Wh,윈도우10,"색상: 블랙, 그레이, 블루, 핑크"
529,2.3Kg,두께:29.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
530,1.4Kg,두께:17.9mm,멀티 리더기,52.5Wh,윈도우10,"색상: 블랙, 그레이, 블루, 핑크"
531,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
532,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
533,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
534,1.84Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 그레이, 블랙"
535,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
536,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
537,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
538,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
539,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
540,2.2Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
541,2.61Kg,두께:27.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
542,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
543,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
544,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
545,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
546,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
547,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
548,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
549,2.15Kg,두께:17.8mm,,80Wh,윈도우10,색상: 블랙
550,2.15Kg,두께:17.8mm,,80Wh,윈도우10,색상: 블랙
551,1.9Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
552,2.7Kg,두께:33mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
553,2.0Kg,두께:23.8mm,멀티 리더기,62.32Wh,운영체제 미포함,색상: 블랙
554,2.94Kg,두께:39.8mm,멀티 리더기,90Wh,윈도우10,색상: 블랙
555,1.77Kg,두께:21.7mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
556,1.65Kg,두께:17.9mm,멀티 리더기,45Wh,윈도우10,색상: 그레이
557,2.5Kg,두께:27.5mm,멀티 리더기,46.74Wh,윈도우10,색상: 블랙
558,1.9Kg,두께:17.9mm,멀티 리더기,82Wh,운영체제 미포함,색상: 블랙
559,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
560,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
561,2.57Kg,두께:24.9mm,,66Wh,윈도우10,색상: 블랙
562,1.21Kg,두께:13.9mm,,,윈도우10,
563,2.84Kg,두께:26mm,,57Wh,운영체제 미포함,색상: 블랙
564,2.64Kg,두께:27.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
565,2.1Kg,두께:17.8mm,,80Wh,윈도우10,색상: 블랙
566,2.1Kg,두께:17.8mm,,80Wh,윈도우10,색상: 블랙
567,1.77Kg,두께:21.7mm,멀티 리더기,51Wh,윈도우10,색상: 블랙
568,2.27Kg,두께:26.9mm,멀티 리더기,51Wh,윈도우10,색상: 블랙
569,2.0Kg,두께:23mm,멀티 리더기,46Wh,운영체제 미포함,색상: 블랙
570,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
571,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
572,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
573,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
574,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,리눅스,색상: 실버
575,2.3Kg,두께:29.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
576,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
577,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
578,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
579,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
580,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
581,1.8Kg,두께:18mm,멀티 리더기,42Wh,윈도우10,색상: 블랙
582,1.88Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
583,1.88Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
584,1.88Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
585,1.88Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
586,1.88Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
587,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,리눅스,색상: 화이트
588,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,리눅스,색상: 화이트
589,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,리눅스,색상: 화이트
590,1.77Kg,두께:21.7mm,,51Wh,운영체제 미포함,색상: 블랙
591,2.3Kg,두께:26mm,,57Wh,운영체제 미포함,색상: 블랙
592,1.59Kg,두께:17.6mm,멀티 리더기,,윈도우10,색상: 그레이
593,2.39Kg,두께:19mm,,54Wh,리눅스,색상: 블랙
594,2.5Kg,두께:27.5mm,멀티 리더기,46.7Wh,윈도우10,색상: 블랙
595,2.2Kg,두께:19.9mm,,57Wh,운영체제 미포함,색상: 블랙
596,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
597,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
598,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
599,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
600,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
601,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
602,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
603,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
604,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
605,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
606,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
607,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
608,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
609,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
610,2.26Kg,두께:30.8mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
611,1.56Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
612,1.56Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
613,1.56Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
